Customer.ID,Total_Sales,Order_Count,Avg_Order_Value,Total_Profit,First_Order,Last_Order,Customer_Segment
CC-124753,5779,15,385.27,970.45,2012-01-13,2014-12-15,High Value
CC-124754,1659,13,127.62,154.85,2011-05-16,2014-11-22,Medium Value
CC-125501,4195,16,262.19,585.12,2011-10-13,2014-02-11,High Value
CC-125502,1689,13,129.92,390.5,2011-05-10,2014-06-21,Medium Value
CC-125503,1915,15,127.67,157.97,2011-03-17,2014-08-07,Medium Value
CC-125504,113,4,28.25,33.87,2014-06-16,2014-12-04,Low Value
CC-126101,5637,22,256.23,1158.34,2011-07-16,2014-12-15,High Value
CC-126102,6492,14,463.71,878.48,2011-07-29,2014-10-23,High Value
CC-126103,2152,7,307.43,581.94,2011-11-26,2014-10-04,High Value
CC-126104,2541,12,211.75,331.43,2011-08-27,2014-11-27,High Value
CC-126701,4766,16,297.88,64.88,2011-05-05,2014-12-04,High Value
CC-126702,1384,7,197.71,-414.12,2011-10-18,2014-12-15,Medium Value
CC-126703,1548,16,96.75,-388.18,2011-04-13,2014-10-03,Medium Value
CC-126704,2271,14,162.21,187.84,2011-12-23,2014-12-02,High Value
CC-126851,4893,10,489.3,-722.29,2012-10-25,2014-11-07,High Value
CC-126852,4745,16,296.56,631.55,2011-09-18,2014-04-10,High Value
CC-126853,304,6,50.67,-65.79,2014-05-28,2014-07-30,Low Value
CC-126854,2854,12,237.83,850.16,2011-03-22,2012-10-23,High Value
CC-21001,513,2,256.5,189.48,2013-06-01,2014-11-01,Medium Value
CC-21002,507,6,84.5,48.89,2012-12-08,2014-08-08,Medium Value
CC-21451,671,6,111.83,204.84,2011-06-17,2012-11-15,Medium Value
CC-21452,486,7,69.43,-368.97,2011-11-03,2013-08-14,Low Value
CC-22201,1568,6,261.33,460.25,2012-06-19,2014-09-12,Medium Value
CC-22202,944,8,118.0,258.3,2011-06-24,2013-09-02,Medium Value
CC-22203,1662,17,97.76,471.53,2012-11-16,2014-12-10,Medium Value
CC-23701,1414,4,353.5,178.59,2011-03-03,2014-12-25,Medium Value
CC-23702,5544,14,396.0,1441.82,2011-09-27,2014-12-25,High Value
CC-24301,154,3,51.33,61.17,2012-08-31,2012-08-31,Low Value
CC-24302,889,2,444.5,99.42,2013-09-16,2013-09-16,Medium Value
CC-24751,2488,8,311.0,731.35,2011-06-15,2014-01-20,High Value
CC-24752,701,2,350.5,77.1,2011-05-03,2011-05-03,Medium Value
CC-24753,519,5,103.8,106.24,2013-09-23,2014-11-06,Medium Value
CC-25501,321,8,40.12,-139.74,2012-05-07,2014-04-04,Low Value
CC-25502,1112,4,278.0,496.83,2011-06-03,2011-08-31,Medium Value
CC-26101,782,6,130.33,52.82,2013-02-09,2014-01-21,Medium Value
CC-26701,658,5,131.6,212.1,2011-08-02,2012-06-29,Medium Value
CC-26702,870,9,96.67,56.5,2011-09-08,2014-08-07,Medium Value
CC-26851,3954,9,439.33,1620.93,2011-12-21,2014-08-22,High Value
CC-26852,65,2,32.5,-64.7,2013-08-12,2013-08-12,Low Value
CD-119201,7581,13,583.15,3107.59,2011-03-12,2014-11-18,High Value
CD-119202,7413,22,336.95,1273.31,2011-12-20,2014-12-29,High Value
CD-119203,1267,18,70.39,-55.84,2011-11-11,2014-09-25,Medium Value
CD-119204,2035,9,226.11,426.66,2011-03-24,2014-11-21,High Value
CD-119801,4610,14,329.29,1362.54,2011-10-14,2014-11-25,High Value
CD-119802,3430,16,214.38,476.24,2011-03-22,2014-12-30,High Value
CD-119803,3170,20,158.5,16.38,2012-04-11,2014-10-04,High Value
CD-119804,641,6,106.83,-206.72,2013-11-25,2014-11-07,Medium Value
CD-122801,10763,18,597.94,1260.72,2012-02-07,2014-07-12,High Value
CD-122802,3185,17,187.35,601.83,2012-03-29,2014-11-20,High Value
CD-122803,1628,20,81.4,271.81,2011-06-27,2014-08-27,Medium Value
CD-122804,1206,13,92.77,233.03,2014-11-06,2014-11-19,Medium Value
CD-127901,1025,6,170.83,318.87,2011-07-20,2014-04-28,Medium Value
CD-127902,10120,23,440.0,1290.36,2011-09-09,2014-08-13,High Value
CD-127903,463,7,66.14,67.41,2012-09-04,2014-10-16,Low Value
CD-127904,1861,15,124.07,403.84,2011-02-03,2013-11-27,Medium Value
CD-19201,1602,4,400.5,224.44,2013-08-28,2014-02-20,Medium Value
CD-19202,219,4,54.75,52.74,2012-01-08,2013-12-04,Low Value
CD-19801,996,7,142.29,163.67,2011-04-22,2014-12-25,Medium Value
CD-19802,156,2,78.0,21.72,2013-02-20,2014-04-20,Low Value
CD-19803,229,3,76.33,46.53,2013-09-10,2014-02-03,Low Value
CD-22801,566,9,62.89,43.95,2013-09-02,2014-12-19,Medium Value
CD-22802,638,5,127.6,180.45,2012-09-18,2014-11-01,Medium Value
CD-27901,910,10,91.0,166.43,2011-11-02,2014-08-20,Medium Value
CD-27902,121,7,17.29,-92.62,2011-11-01,2014-08-22,Low Value
CG-120401,1925,9,213.89,202.5,2011-12-10,2014-12-10,Medium Value
CG-120402,373,5,74.6,-139.86,2011-12-21,2013-12-13,Low Value
CG-120403,393,5,78.6,-0.08,2011-10-21,2013-12-04,Low Value
CG-120404,906,9,100.67,86.51,2012-06-01,2014-11-12,Medium Value
CG-125201,6267,12,522.25,1120.6,2012-08-16,2014-12-03,High Value
CG-125202,3538,15,235.87,673.0,2011-07-06,2014-11-11,High Value
CG-125203,2591,10,259.1,434.59,2013-04-25,2014-11-08,High Value
CG-125204,1148,5,229.6,169.93,2012-10-15,2014-01-27,Medium Value
CG-20401,36,2,18.0,-53.61,2013-08-05,2013-08-20,Low Value
CG-20402,483,5,96.6,-342.3,2011-07-15,2013-12-18,Low Value
CG-25201,180,6,30.0,6.98,2013-04-16,2014-09-03,Low Value
CG-25202,938,4,234.5,161.46,2013-01-08,2014-05-30,Medium Value
CH-120701,2440,8,305.0,367.12,2011-04-12,2014-08-22,High Value
CH-120702,6312,26,242.77,1169.6,2011-09-15,2014-08-12,High Value
CH-120703,832,6,138.67,-238.45,2012-12-28,2014-10-03,Medium Value
CH-120704,1537,4,384.25,195.15,2012-06-25,2013-02-08,Medium Value
CH-20701,528,6,88.0,36.64,2012-03-19,2013-09-13,Medium Value
CH-20702,4018,20,200.9,1141.45,2012-08-10,2014-02-28,High Value
CJ-118751,9269,23,403.0,1623.28,2012-06-20,2014-11-08,High Value
CJ-118752,761,10,76.1,94.42,2012-05-17,2014-01-16,Medium Value
CJ-118753,2494,8,311.75,137.89,2011-09-27,2014-12-18,High Value
CJ-118754,17,1,17.0,1.65,2013-12-31,2013-12-31,Low Value
CJ-120101,1948,5,389.6,611.14,2012-01-26,2014-02-12,Medium Value
CJ-120102,1283,7,183.29,-248.25,2011-08-24,2014-11-28,Medium Value
CJ-120103,4961,22,225.5,1165.09,2011-06-02,2014-11-22,High Value
CJ-120104,11165,20,558.25,858.74,2013-03-11,2014-06-25,High Value
CJ-18751,411,4,102.75,64.56,2011-09-12,2014-11-29,Low Value
CJ-18752,1020,10,102.0,35.62,2012-09-22,2014-09-08,Medium Value
CJ-20101,116,3,38.67,28.71,2011-11-15,2014-11-15,Low Value
CJ-20102,109,1,109.0,2.16,2012-07-17,2012-07-17,Low Value
CK-122051,4487,21,213.67,-432.86,2011-03-16,2014-10-14,High Value
CK-122052,4774,14,341.0,1464.49,2011-09-20,2014-11-17,High Value
CK-122053,1207,16,75.44,138.29,2012-10-29,2014-12-27,Medium Value
CK-122054,3154,32,98.56,141.28,2011-03-11,2014-11-22,High Value
CK-123251,1916,9,212.89,160.52,2012-01-25,2014-10-22,Medium Value
CK-123252,1353,7,193.29,357.79,2011-08-09,2014-09-27,Medium Value
CK-123253,3713,24,154.71,69.98,2011-04-22,2014-10-31,High Value
CK-123254,2946,12,245.5,261.22,2011-03-14,2014-09-02,High Value
CK-125951,7018,19,369.37,1441.63,2012-12-04,2014-08-25,High Value
CK-125952,4945,13,380.38,231.02,2011-07-29,2014-08-24,High Value
CK-125953,2144,14,153.14,5.48,2012-10-03,2014-11-18,High Value
CK-125954,2372,25,94.88,497.71,2011-12-26,2014-11-18,High Value
CK-127601,1002,7,143.14,-273.86,2011-07-05,2012-06-14,Medium Value
CK-127602,2293,10,229.3,412.9,2012-05-18,2014-11-04,High Value
CK-127603,1700,11,154.55,98.88,2011-09-14,2014-10-06,Medium Value
CK-127604,1583,14,113.07,-338.43,2011-02-08,2014-10-10,Medium Value
CK-22051,3,1,3.0,-3.26,2014-10-13,2014-10-13,Low Value
CK-22052,947,12,78.92,-342.14,2012-04-03,2014-09-29,Medium Value
CK-23251,260,6,43.33,37.18,2013-01-30,2014-12-31,Low Value
CK-23252,2867,9,318.56,494.01,2011-09-28,2014-06-18,High Value
CK-25951,115,2,57.5,34.62,2013-05-24,2014-05-30,Low Value
CK-25952,547,6,91.17,163.17,2013-04-25,2013-04-25,Medium Value
CK-27601,2081,15,138.73,377.19,2012-09-02,2014-11-24,High Value
CK-27602,1937,12,161.42,248.7,2012-06-22,2014-03-04,Medium Value
CL-118901,6746,14,481.86,50.41,2011-07-06,2014-08-26,High Value
CL-118902,2709,8,338.62,604.37,2011-06-06,2014-12-18,High Value
CL-118903,6904,19,363.37,-1230.61,2011-01-22,2014-11-17,High Value
CL-118904,1262,7,180.29,328.08,2011-07-26,2014-09-16,Medium Value
CL-125651,724,4,181.0,79.38,2013-10-29,2014-12-05,Medium Value
CL-125652,3424,14,244.57,-1374.26,2011-02-09,2014-12-26,High Value
CL-125653,1979,19,104.16,-24.33,2011-03-29,2014-08-29,Medium Value
CL-125654,10881,28,388.61,1933.78,2011-03-04,2014-03-22,High Value
CL-127001,10184,20,509.2,1242.49,2011-10-19,2014-12-23,High Value
CL-127002,2902,15,193.47,350.29,2011-01-15,2014-11-21,High Value
CL-127003,2506,20,125.3,741.65,2012-07-27,2014-12-10,High Value
CL-127004,2354,8,294.25,229.01,2013-04-25,2014-09-17,High Value
CL-18901,325,5,65.0,41.35,2011-04-04,2014-02-20,Low Value
CL-18902,53,1,53.0,26.64,2013-06-21,2013-06-21,Low Value
CL-18903,181,6,30.17,15.49,2013-05-21,2014-09-30,Low Value
CL-25651,2713,11,246.64,755.97,2011-06-20,2014-06-09,High Value
CL-25652,63,3,21.0,-47.12,2014-09-23,2014-11-19,Low Value
CL-27001,1393,4,348.25,137.37,2013-12-27,2014-08-12,Medium Value
CL-27002,39,2,19.5,-30.49,2013-06-13,2014-06-23,Low Value
CM-118151,4625,7,660.71,-519.65,2011-09-09,2014-10-15,High Value
CM-118152,5045,10,504.5,-1649.81,2011-03-14,2014-11-21,High Value
CM-118153,3020,13,232.31,-926.65,2012-06-21,2014-09-24,High Value
CM-118154,1676,10,167.6,214.46,2011-11-14,2014-08-22,Medium Value
CM-118301,4081,14,291.5,161.91,2011-07-08,2014-11-26,High Value
CM-118302,11303,30,376.77,1844.32,2011-09-02,2014-12-25,High Value
CM-118303,1447,10,144.7,438.46,2011-12-01,2014-10-21,Medium Value
CM-119351,3551,8,443.88,752.49,2011-08-25,2014-08-28,High Value
CM-119352,2261,13,173.92,581.53,2013-04-24,2014-10-18,High Value
CM-119353,3313,9,368.11,790.8,2014-04-29,2014-11-25,High Value
CM-119354,565,4,141.25,-43.73,2012-09-24,2013-01-22,Medium Value
CM-121151,7791,15,519.4,495.34,2011-12-27,2014-09-03,High Value
CM-121152,3738,10,373.8,1287.84,2011-02-10,2013-09-20,High Value
CM-121153,1467,6,244.5,-27.43,2013-08-01,2014-10-31,Medium Value
CM-121154,1662,7,237.43,409.07,2012-03-29,2014-12-23,Medium Value
CM-121601,8870,16,554.38,715.13,2011-02-18,2014-09-25,High Value
CM-121602,2667,13,205.15,136.57,2013-05-22,2014-04-08,High Value
CM-121603,3840,8,480.0,-24.77,2011-01-31,2014-07-19,High Value
CM-121604,2533,7,361.86,-394.37,2013-10-22,2014-12-05,High Value
CM-121901,2052,11,186.55,-128.14,2011-06-06,2014-09-29,High Value
CM-121902,5985,14,427.5,261.67,2011-12-27,2014-03-31,High Value
CM-121903,1864,16,116.5,373.75,2011-12-15,2014-12-31,Medium Value
CM-121904,1475,7,210.71,91.2,2012-09-18,2014-12-23,Medium Value
CM-122351,4720,11,429.09,1097.82,2011-01-03,2014-11-17,High Value
CM-122352,2006,8,250.75,144.83,2011-03-01,2014-11-19,High Value
CM-122353,2346,10,234.6,346.31,2013-04-12,2013-11-24,High Value
CM-122354,2306,8,288.25,365.04,2013-05-02,2013-12-11,High Value
CM-123851,7050,22,320.45,-552.61,2011-02-15,2014-11-04,High Value
CM-123852,975,7,139.29,-391.95,2011-02-22,2013-12-30,Medium Value
CM-123853,4902,12,408.5,74.63,2011-01-08,2014-07-31,High Value
CM-123854,8953,10,895.3,3899.89,2012-03-16,2014-11-24,High Value
CM-124451,3891,10,389.1,860.55,2011-12-29,2014-11-07,High Value
CM-124452,4322,11,392.91,24.7,2012-04-11,2014-10-08,High Value
CM-124453,3473,19,182.79,238.46,2011-06-18,2014-12-16,High Value
CM-124454,287,9,31.89,64.43,2011-06-09,2013-10-21,Low Value
CM-126551,1068,8,133.5,160.36,2012-09-18,2013-12-18,Medium Value
CM-126552,4740,9,526.67,-1765.36,2011-11-06,2014-02-07,High Value
CM-126553,2041,8,255.12,-701.41,2011-10-21,2014-06-30,High Value
CM-126554,6340,10,634.0,1572.46,2012-03-19,2014-12-04,High Value
CM-127151,1650,8,206.25,156.5,2011-04-09,2014-07-23,Medium Value
CM-127152,1243,10,124.3,179.68,2012-06-13,2014-11-20,Medium Value
CM-127153,1513,10,151.3,402.9,2011-08-03,2014-05-12,Medium Value
CM-127154,3985,13,306.54,176.31,2011-03-07,2012-03-01,High Value
CM-18151,392,5,78.4,82.85,2011-11-01,2014-10-31,Low Value
CM-18152,40,1,40.0,0.0,2013-09-19,2013-09-19,Low Value
CM-18301,3061,8,382.62,-38.28,2012-01-30,2014-08-05,High Value
CM-18302,1716,15,114.4,78.27,2011-08-15,2014-09-09,Medium Value
CM-19351,160,4,40.0,16.31,2012-05-23,2014-11-13,Low Value
CM-19352,298,4,74.5,108.96,2011-02-23,2013-03-25,Low Value
CM-21151,1304,3,434.67,146.58,2014-05-20,2014-12-11,Medium Value
CM-21152,604,2,302.0,130.95,2014-02-24,2014-02-24,Medium Value
CM-21601,2144,9,238.22,271.08,2012-09-06,2014-11-12,High Value
CM-21602,102,2,51.0,43.05,2011-08-17,2011-08-17,Low Value
CM-21901,1317,4,329.25,-513.12,2014-01-20,2014-08-01,Medium Value
CM-21902,134,3,44.67,32.43,2012-11-05,2012-11-05,Low Value
CM-22351,8,1,8.0,-13.3,2014-11-10,2014-11-10,Low Value
CM-22352,235,6,39.17,-53.0,2012-06-27,2014-07-28,Low Value
CM-23851,553,4,138.25,-25.09,2012-01-14,2013-06-05,Medium Value
CM-23852,27,1,27.0,5.16,2011-12-08,2011-12-08,Low Value
CM-24451,341,3,113.67,86.7,2012-03-21,2012-03-21,Low Value
CM-24452,1401,6,233.5,201.83,2011-04-25,2014-01-17,Medium Value
CM-26551,412,6,68.67,-130.56,2012-06-16,2014-11-11,Low Value
CM-26552,979,13,75.31,-90.55,2011-08-06,2014-08-06,Medium Value
CM-27151,629,7,89.86,-63.26,2011-05-12,2012-05-22,Medium Value
CM-27152,2210,6,368.33,358.22,2011-05-31,2014-09-05,High Value
CP-120851,3889,4,972.25,357.17,2012-02-01,2013-10-23,High Value
CP-120852,1632,13,125.54,202.44,2012-04-23,2014-10-23,Medium Value
CP-120853,3262,12,271.83,-366.26,2012-04-13,2014-07-08,High Value
CP-120854,5401,14,385.79,427.03,2011-12-04,2014-10-10,High Value
CP-123401,6559,15,437.27,1513.52,2012-07-16,2014-08-23,High Value
CP-123402,2537,12,211.42,376.5,2011-01-24,2014-12-23,High Value
CP-123403,5127,21,244.14,143.25,2011-05-06,2014-12-02,High Value
CP-123404,5889,15,392.6,-1850.3,2011-03-17,2014-07-24,High Value
CP-20851,1887,8,235.88,550.35,2012-08-20,2014-08-11,Medium Value
CP-20852,885,3,295.0,246.33,2013-11-09,2013-11-09,Medium Value
CP-20853,2814,11,255.82,333.51,2011-06-27,2013-04-03,High Value
CP-23401,4136,12,344.67,1407.75,2011-08-11,2013-09-24,High Value
CP-23402,909,7,129.86,157.56,2012-01-17,2012-01-17,Medium Value
CR-125801,4013,18,222.94,-102.52,2011-08-12,2014-12-09,High Value
CR-125802,2143,6,357.17,809.16,2013-02-25,2014-07-30,High Value
CR-125803,397,4,99.25,36.99,2014-01-28,2014-11-25,Low Value
CR-125804,2149,6,358.17,74.4,2013-04-19,2014-11-04,High Value
CR-126251,13043,31,420.74,921.25,2011-06-27,2014-02-18,High Value
CR-126252,1164,9,129.33,214.06,2011-08-09,2014-06-18,Medium Value
CR-126253,2593,10,259.3,198.51,2011-03-08,2014-11-18,High Value
CR-126254,475,4,118.75,144.76,2011-06-01,2013-09-17,Low Value
CR-127301,8626,23,375.04,1294.85,2011-11-25,2014-08-27,High Value
CR-127302,1625,3,541.67,65.27,2012-11-28,2014-12-09,Medium Value
CR-127303,7637,26,293.73,-18.99,2012-06-22,2014-09-15,High Value
CR-127304,1600,6,266.67,306.92,2011-08-20,2014-10-14,Medium Value
CR-128201,5354,11,486.73,1547.96,2012-07-02,2014-10-17,High Value
CR-128202,1284,9,142.67,430.28,2012-03-27,2014-11-01,Medium Value
CR-128203,6434,16,402.12,1329.68,2011-06-11,2014-10-28,High Value
CR-128204,1397,7,199.57,83.27,2012-01-24,2014-10-07,Medium Value
CR-25801,2793,4,698.25,1030.28,2014-06-30,2014-11-27,High Value
CR-25802,264,3,88.0,97.68,2013-10-10,2014-03-25,Low Value
CR-26251,1216,12,101.33,244.91,2011-12-12,2014-06-14,Medium Value
CR-26252,100,4,25.0,25.47,2014-02-28,2014-02-28,Low Value
CR-26253,3763,7,537.57,596.17,2011-01-23,2014-08-14,High Value
CR-27301,986,11,89.64,-271.68,2013-08-07,2014-12-26,Medium Value
CR-27302,374,8,46.75,59.08,2011-07-15,2014-04-28,Low Value
CR-28201,600,5,120.0,117.18,2011-12-15,2014-11-06,Medium Value
CR-28202,588,6,98.0,-195.65,2013-08-02,2014-06-16,Medium Value
CS-118451,16655,26,640.58,2995.58,2011-01-13,2014-12-16,High Value
CS-118452,850,6,141.67,-81.9,2012-09-12,2014-10-24,Medium Value
CS-118453,1689,7,241.29,175.92,2011-11-04,2014-07-10,Medium Value
CS-118454,1279,8,159.88,185.38,2011-12-14,2014-10-01,Medium Value
CS-118601,2474,4,618.5,-356.17,2011-12-26,2013-08-07,High Value
CS-118602,4358,12,363.17,1439.73,2011-05-26,2014-10-15,High Value
CS-118603,3188,18,177.11,-219.05,2011-03-03,2013-12-03,High Value
CS-118604,538,7,76.86,105.83,2011-05-02,2014-07-22,Medium Value
CS-119501,3771,12,314.25,-146.21,2011-09-09,2014-09-01,High Value
CS-119502,3883,16,242.69,-939.18,2012-01-10,2014-11-16,High Value
CS-119503,3530,12,294.17,63.74,2011-02-24,2013-06-07,High Value
CS-119504,3038,22,138.09,-126.42,2011-06-08,2014-12-06,High Value
CS-121301,4964,16,310.25,-360.83,2011-03-18,2014-12-20,High Value
CS-121302,3528,12,294.0,381.07,2011-06-22,2013-09-17,High Value
CS-121303,1603,8,200.38,477.38,2012-06-02,2014-11-05,Medium Value
CS-121304,885,7,126.43,143.83,2011-08-05,2013-08-29,Medium Value
CS-121751,13516,35,386.17,2492.53,2011-04-29,2014-11-01,High Value
CS-121752,1748,5,349.6,477.51,2011-12-23,2014-09-06,Medium Value
CS-121753,602,6,100.33,30.83,2013-04-07,2014-09-04,Medium Value
CS-121754,844,8,105.5,113.14,2011-08-12,2014-05-13,Medium Value
CS-122501,2520,14,180.0,526.82,2011-08-25,2014-11-07,High Value
CS-122502,5663,18,314.61,684.01,2011-03-30,2014-12-05,High Value
CS-122503,1560,9,173.33,261.64,2012-12-28,2014-09-22,Medium Value
CS-122504,2757,28,98.46,738.36,2011-01-14,2014-12-05,High Value
CS-123551,3244,8,405.5,-1149.54,2013-04-23,2014-11-27,High Value
CS-123552,568,5,113.6,148.16,2013-12-04,2014-08-26,Medium Value
CS-123553,2227,15,148.47,53.8,2011-10-15,2014-12-02,High Value
CS-123554,3201,22,145.5,831.94,2011-08-15,2014-12-25,High Value
CS-124001,2117,10,211.7,688.21,2011-10-05,2014-05-24,High Value
CS-124002,1413,10,141.3,300.46,2013-04-11,2014-12-04,Medium Value
CS-124003,3041,10,304.1,727.2,2011-06-24,2014-12-30,High Value
CS-124004,3651,14,260.79,-342.8,2011-09-26,2014-12-29,High Value
CS-124601,8390,15,559.33,922.28,2011-06-17,2014-03-11,High Value
CS-124602,6210,22,282.27,1414.94,2012-04-04,2014-12-25,High Value
CS-124603,4937,13,379.77,307.8,2011-05-08,2014-09-12,High Value
CS-124604,551,6,91.83,156.26,2014-07-04,2014-12-04,Medium Value
CS-124901,2831,10,283.1,171.51,2012-03-27,2014-10-15,High Value
CS-124902,1506,14,107.57,-84.3,2011-04-09,2014-12-29,Medium Value
CS-124903,5698,19,299.89,-206.59,2011-06-08,2014-10-09,High Value
CS-124904,1076,9,119.56,-302.88,2012-01-12,2013-11-02,Medium Value
CS-125051,2179,6,363.17,-267.58,2013-02-06,2014-06-18,High Value
CS-125052,503,4,125.75,131.05,2012-09-26,2012-09-26,Medium Value
CS-125053,3164,11,287.64,325.55,2012-05-19,2014-12-04,High Value
CS-125054,5691,9,632.33,-6626.39,2011-03-26,2014-11-03,High Value
CS-18451,204,5,40.8,42.75,2013-11-12,2014-12-07,Low Value
CS-18452,1390,16,86.88,-402.41,2011-11-23,2013-11-22,Medium Value
CS-18601,861,6,143.5,163.44,2011-12-16,2013-05-21,Medium Value
CS-18602,760,13,58.46,186.11,2013-12-20,2014-11-11,Medium Value
CS-19501,533,2,266.5,244.47,2013-12-23,2014-08-18,Medium Value
CS-19502,80,2,40.0,8.76,2011-05-21,2014-05-09,Low Value
CS-19503,101,2,50.5,-105.23,2013-08-19,2013-08-19,Low Value
CS-21301,466,3,155.33,49.8,2011-09-28,2014-03-01,Low Value
CS-21302,25,1,25.0,6.03,2012-03-20,2012-03-20,Low Value
CS-21303,877,1,877.0,-701.35,2013-07-23,2013-07-23,Medium Value
CS-21751,1380,4,345.0,387.2,2011-01-18,2014-11-04,Medium Value
CS-21752,1960,4,490.0,827.37,2012-09-06,2014-04-20,Medium Value
CS-22501,179,2,89.5,43.68,2011-09-29,2011-09-29,Low Value
CS-22502,1739,10,173.9,347.99,2013-02-02,2014-12-29,Medium Value
CS-23551,925,7,132.14,104.97,2011-04-02,2014-11-06,Medium Value
CS-23552,381,9,42.33,9.51,2012-05-07,2014-11-05,Low Value
CS-24001,1742,7,248.86,588.18,2013-05-16,2014-12-20,Medium Value
CS-24002,552,2,276.0,118.8,2012-09-25,2012-11-12,Medium Value
CS-24601,1707,9,189.67,16.71,2011-05-12,2014-01-27,Medium Value
CS-24602,964,5,192.8,125.12,2011-01-11,2014-06-12,Medium Value
CS-24901,14,1,14.0,7.05,2014-07-15,2014-07-15,Low Value
CS-24902,1650,9,183.33,604.08,2012-01-22,2013-08-21,Medium Value
CS-25051,1804,9,200.44,270.33,2011-04-22,2013-07-29,Medium Value
CS-25052,91,3,30.33,15.48,2013-05-01,2014-11-11,Low Value
CT-119951,4812,11,437.45,1457.08,2011-06-21,2014-02-13,High Value
CT-119952,3598,11,327.09,405.43,2011-04-29,2014-06-16,High Value
CT-119953,2064,9,229.33,485.66,2011-06-25,2014-12-03,High Value
CT-119954,3241,18,180.06,161.23,2011-05-07,2014-09-26,High Value
CT-19951,424,3,141.33,-71.59,2011-10-27,2012-11-08,Low Value
CV-122951,2602,6,433.67,555.11,2012-09-05,2014-11-22,High Value
CV-122952,670,9,74.44,233.94,2013-03-13,2014-10-20,Medium Value
CV-122953,2940,14,210.0,-155.69,2011-10-18,2014-11-10,High Value
CV-122954,2832,13,217.85,493.09,2011-03-28,2014-04-21,High Value
CV-128051,3384,7,483.43,815.5,2012-04-18,2014-12-27,High Value
CV-128052,3926,13,302.0,787.67,2011-06-22,2014-11-27,High Value
CV-128053,84,1,84.0,35.28,2012-06-06,2012-06-06,Low Value
CV-128054,2372,19,124.84,99.0,2013-05-10,2014-12-26,High Value
CV-22951,387,8,48.38,-75.63,2012-02-14,2014-09-12,Low Value
CV-22952,896,10,89.6,-445.48,2011-08-08,2014-10-07,Medium Value
CV-28051,3070,5,614.0,930.92,2011-04-27,2013-11-09,High Value
CV-28052,2021,9,224.56,-758.26,2011-09-08,2014-04-18,High Value
CW-119051,2652,11,241.09,194.35,2011-08-25,2014-06-18,High Value
CW-119052,7410,17,435.88,1956.35,2012-08-02,2014-12-23,High Value
CW-119053,1721,9,191.22,114.32,2011-11-29,2014-01-06,Medium Value
CW-119054,1138,11,103.45,370.83,2011-06-09,2014-12-09,Medium Value
CW-19051,922,5,184.4,179.1,2012-08-01,2013-12-12,Medium Value
CW-19052,514,2,257.0,192.45,2011-08-09,2011-08-09,Medium Value
CY-127451,3267,13,251.31,1117.59,2012-05-10,2014-10-23,High Value
CY-127452,3642,16,227.62,484.17,2012-08-30,2014-09-03,High Value
CY-127453,4118,14,294.14,58.85,2011-11-24,2013-12-29,High Value
CY-127454,2900,11,263.64,60.65,2011-12-12,2014-11-01,High Value
CY-27451,262,5,52.4,-187.63,2011-11-08,2013-08-26,Low Value
CY-27452,31,1,31.0,8.61,2011-05-06,2011-05-06,Low Value
Co-126401,6813,27,252.33,1107.81,2011-09-30,2014-12-27,High Value
Co-126402,1560,9,173.33,-160.02,2011-08-27,2014-12-12,Medium Value
Co-126403,2607,11,237.0,141.74,2011-04-14,2014-03-14,High Value
Co-126404,1300,8,162.5,205.63,2011-06-20,2013-06-30,Medium Value
Co-26401,755,11,68.64,-99.72,2011-05-25,2012-01-05,Medium Value
Co-26402,14,2,7.0,0.6,2013-04-24,2014-01-03,Low Value
DA-134501,3460,15,230.67,186.34,2011-07-12,2014-08-30,High Value
DA-134502,2972,14,212.29,-945.2,2011-05-07,2014-07-24,High Value
DA-134503,6447,14,460.5,-124.0,2011-05-09,2014-12-18,High Value
DA-134504,157,8,19.62,56.79,2011-04-25,2014-01-13,Low Value
DA-34501,1237,6,206.17,361.08,2011-04-04,2012-05-25,Medium Value
DA-34502,975,3,325.0,167.16,2013-04-03,2014-12-17,Medium Value
DB-129101,1088,5,217.6,-49.71,2012-01-23,2014-08-23,Medium Value
DB-129102,5773,11,524.82,1314.88,2011-09-01,2014-08-07,High Value
DB-129103,3307,21,157.48,-914.55,2011-07-18,2014-12-29,High Value
DB-129104,2172,12,181.0,431.37,2011-10-24,2014-12-10,High Value
DB-129701,808,5,161.6,116.28,2014-05-19,2014-05-28,Medium Value
DB-129702,5520,4,1380.0,133.96,2011-03-14,2012-10-15,High Value
DB-129703,2840,14,202.86,213.0,2011-11-12,2014-05-04,High Value
DB-130601,9904,14,707.43,1955.55,2011-04-19,2014-12-15,High Value
DB-130602,7873,15,524.87,894.9,2011-09-20,2013-10-16,High Value
DB-130603,1169,12,97.42,-7.86,2012-04-18,2014-11-14,Medium Value
DB-130604,4532,13,348.62,473.03,2011-03-01,2014-12-15,High Value
DB-131201,350,4,87.5,64.59,2011-12-14,2012-06-27,Low Value
DB-131202,1953,7,279.0,-693.77,2012-08-22,2014-12-26,Medium Value
DB-131203,327,3,109.0,22.37,2014-10-08,2014-12-03,Low Value
DB-131204,2974,14,212.43,-1421.77,2012-05-01,2014-11-13,High Value
DB-132101,2179,17,128.18,146.84,2012-02-15,2014-12-15,High Value
DB-132102,6544,14,467.43,720.6,2011-06-06,2014-12-24,High Value
DB-132103,2689,10,268.9,442.56,2011-06-07,2014-12-10,High Value
